Member ID,Product Code
1854201512,cjuuci4p893355
1854505160,cjuuci4p893355
1854509868,cjuuci4p893355
1854515683,cjuuci4p893355
1854778716,cjuuci4p893355
1855087713,cjuuci4p893355
1855249072,cjuuci4p893355
1855583544,cjuuci4p893355
1855765827,cjuuci4p893355
1855908311,cjuuci4p893355
1856528841,cjuuci4p893355
1856823331,cjuuci4p893355
1856839120,cjuuci4p893355
1856843781,cjuuci4p893355
1856874499,cjuuci4p893355
1857182536,cjuuci4p893355
1857224195,cjuuci4p893355
1857488492,cjuuci4p893355
1858185344,cjuuci4p893355
1858639313,cjuuci4p893355
1859122105,cjuuci4p893355
1860492541,cjuuci4p893355
1860537026,cjuuci4p893355
1860780367,cjuuci4p893355
1861039052,cjuuci4p893355
1861624966,cjuuci4p893355
1861811968,cjuuci4p893355
1862244270,cjuuci4p893355
1862270826,cjuuci4p893355
1863131232,cjuuci4p893355
1863286192,cjuuci4p893355
1863602972,cjuuci4p893355
1865244147,cjuuci4p893355
1865273976,cjuuci4p893355
1865853066,cjuuci4p893355
1866070085,cjuuci4p893355
1866182682,cjuuci4p893355
1866320115,cjuuci4p893355
1866713971,cjuuci4p893355
1866998116,cjuuci4p893355
1867171651,cjuuci4p893355
1867521204,cjuuci4p893355
1867572846,cjuuci4p893355
1874628705,cjuuci4p893355
1875912904,cjuuci4p893355
1876148655,cjuuci4p893355
1876341040,cjuuci4p893355
1876460721,cjuuci4p893355
1876739915,cjuuci4p893355
1876873844,cjuuci4p893355
1877062718,cjuuci4p893355
1877356592,cjuuci4p893355
1877632494,cjuuci4p893355
1877691683,cjuuci4p893355
1878261653,cjuuci4p893355
1881119640,cjuuci4p893355
1882050924,cjuuci4p893355
1882671900,cjuuci4p893355
1882862419,cjuuci4p893355
1884840216,cjuuci4p893355
1886446455,cjuuci4p893355
1886960993,cjuuci4p893355
1887365082,cjuuci4p893355
1887762664,cjuuci4p893355
1887894879,cjuuci4p893355
1888340281,cjuuci4p893355
1890330322,cjuuci4p893355
1890485532,cjuuci4p893355
1890677437,cjuuci4p893355
1891439401,cjuuci4p893355
1892137936,cjuuci4p893355
1893473283,cjuuci4p893355
1893496772,cjuuci4p893355
1893573697,cjuuci4p893355
1893770951,cjuuci4p893355
1893866250,cjuuci4p893355
1894150304,cjuuci4p893355
1894401474,cjuuci4p893355
1894891220,cjuuci4p893355
1895018315,cjuuci4p893355
1895377011,cjuuci4p893355
1895767828,cjuuci4p893355
1896487916,cjuuci4p893355
1897250163,cjuuci4p893355
1897316593,cjuuci4p893355
1898063621,cjuuci4p893355
1898125423,cjuuci4p893355
1898411627,cjuuci4p893355
1898422926,cjuuci4p893355
1898737414,cjuuci4p893355
1899528400,cjuuci4p893355
1899789659,cjuuci4p893355
1899847064,cjuuci4p893355
1900125545,cjuuci4p893355
1901234501,cjuuci4p893355
1901851874,cjuuci4p893355
1901929574,cjuuci4p893355
1901991151,cjuuci4p893355
1902144294,cjuuci4p893355
1902322484,cjuuci4p893355
1902478288,cjuuci4p893355
1903126045,cjuuci4p893355
1903368617,cjuuci4p893355
1903446356,cjuuci4p893355
1903956056,cjuuci4p893355
1904224665,cjuuci4p893355
1904289293,cjuuci4p893355
1904325447,cjuuci4p893355
1904337318,cjuuci4p893355
1904448308,cjuuci4p893355
1905295812,cjuuci4p893355
1905347892,cjuuci4p893355
